Manufacturer,Model,ICAO Type Designator,ICAO Legacy WTC,RECAT-EU WTC
AGUSTAWESTLAND,EH-101 Merlin Joint,EH10,M,CAT-F
AGUSTAWESTLAND,Merlin Joint Supporter,EH10,M,CAT-F
EHI,SH-101,EH10,M,CAT-F
EHI,UH-101,EH10,M,CAT-F
EHI,CH-149 Cormorant,EH10,M,CAT-F
EHI,Cormorant,EH10,M,CAT-F
EHI,EH-101,EH10,M,CAT-F
EHI,Merlin,EH10,M,CAT-F
EHI,EH-101 Merlin,EH10,M,CAT-F
FINMECCANICA,AW-101,EH10,M,CAT-F
FINMECCANICA,HH-101 Caesar,EH10,M,CAT-F
FINMECCANICA,Caesar,EH10,M,CAT-F
KAWASAKI,KHI-01,EH10,M,CAT-F
KAWASAKI,CH-101,EH10,M,CAT-F
KAWASAKI,MCH-101,EH10,M,CAT-F
LEONARDO,AW-101,EH10,M,CAT-F
LEONARDO,HH-101 Caesar,EH10,M,CAT-F
LEONARDO,Caesar,EH10,M,CAT-F
CONTINENTAL COPTERS,El Tomcat,ELTO,L,CAT-F
ENSTROM,280 Shark,EN28,L,CAT-F
ENSTROM,F-28,EN28,L,CAT-F
ENSTROM,F-28 Falcon,EN28,L,CAT-F
ENSTROM,F-28 Sentinel,EN28,L,CAT-F
ENSTROM,Falcon,EN28,L,CAT-F
ENSTROM,Sentinel,EN28,L,CAT-F
ENSTROM,Shark,EN28,L,CAT-F
WUHAN,280,EN28,L,CAT-F
ENSTROM,480,EN48,L,CAT-F
ENSTROM,TH-28,EN48,L,CAT-F
WUHAN,TH-28,EN48,L,CAT-F
ALPI,AH-130 Syton,ES11,L,CAT-F
ALPI,Syton,ES11,L,CAT-F
AVIOTECNICA,ES-101 Exec,ES11,L,CAT-F
AVIOTECNICA,ES-101 Raven,ES11,L,CAT-F
AVIOTECNICA,Exec,ES11,L,CAT-F
AVIOTECNICA,Raven,ES11,L,CAT-F
HUZHOU TAIXIANG,Exec,EXEC,L,CAT-F
ROTORWAY,Exec,EXEC,L,CAT-F
ROTORWAY,JetExec,EXEJ,L,CAT-F
BOEING,Explorer,EXPL,L,CAT-F
BOEING,MD-902 Explorer,EXPL,L,CAT-F
MCDONNELL DOUGLAS,Combat Explorer,EXPL,L,CAT-F
MCDONNELL DOUGLAS,Enforcer,EXPL,L,CAT-F
MCDONNELL DOUGLAS,Explorer,EXPL,L,CAT-F
MCDONNELL DOUGLAS,MD-900 Combat,EXPL,L,CAT-F
MCDONNELL DOUGLAS,MD-900 Explorer,EXPL,L,CAT-F
MCDONNELL DOUGLAS,MD-902 Explorer,EXPL,L,CAT-F
MCDONNELL DOUGLAS,MH-90 Enforcer,EXPL,L,CAT-F
MD HELICOPTERS,Explorer,EXPL,L,CAT-F
MD HELICOPTERS,MD-902 Explorer,EXPL,L,CAT-F
FAIRCHILD (1),FH-1100,FH11,L,CAT-F
FAIRCHILD HILLER,FH-1100,FH11,L,CAT-F
HILLER,FH-1100,FH11,L,CAT-F
ROGERSON HILLER,Hornet,FH11,L,CAT-F
ROGERSON HILLER,Pegasus,FH11,L,CAT-F
ROGERSON HILLER,RH-1100 Hornet,FH11,L,CAT-F
ROGERSON HILLER,RH-1100 Pegasus,FH11,L,CAT-F
AEROSPATIALE,SA-321 Super Frelon,FREL,M,CAT-F
AEROSPATIALE,Super Frelon,FREL,M,CAT-F
CHANGHE,Z-8,FREL,M,CAT-F
SUD,SA-321 Super Frelon,FREL,M,CAT-F
SUD,Super Frelon,FREL,M,CAT-F
GUIMBAL,Cabri,G2CA,L,CAT-F
GUIMBAL,G-2 Cabri,G2CA,L,CAT-F
ABHCO,Gazelle,GAZL,L,CAT-F
ABHCO,SA-342 Gazelle,GAZL,L,CAT-F
AEROSPATIALE,Gazelle,GAZL,L,CAT-F
AEROSPATIALE,SA-341 Gazelle,GAZL,L,CAT-F
AEROSPATIALE,SA-342 Gazelle,GAZL,L,CAT-F
EUROCOPTER,Gazelle,GAZL,L,CAT-F
EUROCOPTER,SA-342 Gazelle,GAZL,L,CAT-F
SOKO,Partizan,GAZL,L,CAT-F
SOKO,SA-341 Partizan,GAZL,L,CAT-F
SOKO,SA-342 Partizan,GAZL,L,CAT-F
SOKO,H-45 Partizan,GAZL,L,CAT-F
SOKO,HN-42 Partizan,GAZL,L,CAT-F
SOKO,HN-45 Partizan,GAZL,L,CAT-F
SOKO,HO-42 Partizan,GAZL,L,CAT-F
SUD,Gazelle,GAZL,L,CAT-F
SUD,SA-341 Gazelle,GAZL,L,CAT-F
SUD,SA-342 Gazelle,GAZL,L,CAT-F
WESTLAND,Gazelle,GAZL,L,CAT-F
HILLER,UH-12E3T,H12T,L,CAT-F
HILLER,UH-12E4T,H12T,L,CAT-F
HILLER,UH-12ET,H12T,L,CAT-F
SOLOY,Hiller UH-12,H12T,L,CAT-F
AIRBUS HELICOPTERS,H-160,H160,L,CAT-F
KAMAN,K-20 Seaprite,H2,L,CAT-F
KAMAN,K-894 Super Seasprite,H2,L,CAT-F
KAMAN,Seaprite,H2,L,CAT-F
KAMAN,SH-2 Seasprite,H2,L,CAT-F
KAMAN,SH-2 Super Seasprite,H2,L,CAT-F
KAMAN,Super Seasprite,H2,L,CAT-F
VERTOL,42 Work Horse,H21,L,CAT-F
VERTOL,CH-21 Work horse,H21,L,CAT-F
VERTOL,Work Horse,H21,L,CAT-F
BREDANARDI,NH-300,H269,L,CAT-F
HUGHES,269 Sky Knight,H269,L,CAT-F
HUGHES,280,H269,L,CAT-F
HUGHES,300,H269,L,CAT-F
HUGHES,300 Sky Knight,H269,L,CAT-F
HUGHES,Hkp5,H269,L,CAT-F
HUGHES,Osage,H269,L,CAT-F
HUGHES,Sky Knight,H269,L,CAT-F
HUGHES,TH-55 Osage,H269,L,CAT-F
HUGHES,TH-300,H269,L,CAT-F
HUGHES,200,H269,L,CAT-F
HUGHES,269,H269,L,CAT-F
KAWASAKI,TH-55,H269,L,CAT-F
NARDI,NH-300,H269,L,CAT-F
SCHWEIZER,269,H269,L,CAT-F
SCHWEIZER,269A,H269,L,CAT-F
SCHWEIZER,269B,H269,L,CAT-F
SCHWEIZER,269C,H269,L,CAT-F
SCHWEIZER,269C Sky Knight,H269,L,CAT-F
SCHWEIZER,300,H269,L,CAT-F
SCHWEIZER,300 Sky Knight,H269,L,CAT-F
SCHWEIZER,Hkp5,H269,L,CAT-F
SCHWEIZER,Osage,H269,L,CAT-F
SCHWEIZER,Sky Knight,H269,L,CAT-F
SCHWEIZER,TH-55 Osage,H269,L,CAT-F
SCHWEIZER,TH-300,H269,L,CAT-F
SHANGHAI SIKORSKY,Shen 2,H269,L,CAT-F
SHANGHAI SIKORSKY,Shen 3,H269,L,CAT-F
SIKORSKY,S-300,H269,L,CAT-F
KAMAN,H-43A,H43A,L,CAT-F
KAMAN,HH-43A,H43A,L,CAT-F
KAMAN,HOK,H43A,L,CAT-F
KAMAN,HUK,H43A,L,CAT-F
KAMAN,K-600,H43A,L,CAT-F
KAMAN,OH-43,H43A,L,CAT-F
KAMAN,UH-43,H43A,L,CAT-F
KAMAN,HH-43B Huskie,H43B,L,CAT-F
KAMAN,HH-43F Huskie,H43B,L,CAT-F
KAMAN,Huskie,H43B,L,CAT-F
KAMAN,K-600-3 Huskie,H43B,L,CAT-F
KAMAN,K-600-5 Huskie,H43B,L,CAT-F
BOEING VERTOL,107,H46,M,CAT-F
BOEING VERTOL,CH-46 Sea Knight,H46,M,CAT-F
BOEING VERTOL,CH-113 Labrador,H46,M,CAT-F
BOEING VERTOL,HH-46 Sea Knight,H46,M,CAT-F
BOEING VERTOL,Hkp4,H46,M,CAT-F
BOEING VERTOL,Labrador,H46,M,CAT-F
BOEING VERTOL,Sea Knight,H46,M,CAT-F
BOEING VERTOL,UH-46 Sea Knight,H46,M,CAT-F
KAWASAKI,Hkp4,H46,M,CAT-F
KAWASAKI,KV-107,H46,M,CAT-F
VERTOL,107,H46,M,CAT-F
AGUSTAWESTLAND,ICH-47 Chinook,H47,M,CAT-E
AGUSTAWESTLAND,Chinook,H47,M,CAT-E
BOEING,CH-47 Chinook,H47,M,CAT-E
BOEING,Chinook,H47,M,CAT-E
BOEING,HH-47,H47,M,CAT-E
BOEING,MH-47 Chinook,H47,M,CAT-E
BOEING,JCH-47 Chinook,H47,M,CAT-E
BOEING VERTOL,114,H47,M,CAT-E
BOEING VERTOL,234,H47,M,CAT-E
BOEING VERTOL,414,H47,M,CAT-E
BOEING VERTOL,CH-47 Chinook,H47,M,CAT-E
BOEING VERTOL,Chinook,H47,M,CAT-E
BOEING VERTOL,JCH-47 Chinook,H47,M,CAT-E
BOEING VERTOL,MH-47 Chinook,H47,M,CAT-E
FINMECCANICA,ICH-47 Chinook,H47,M,CAT-E
FINMECCANICA,Chinook,H47,M,CAT-E
KAWASAKI,CH-47 Chinook,H47,M,CAT-E
KAWASAKI,Chinook,H47,M,CAT-E
LEONARDO,ICH-47 Chinook,H47,M,CAT-E
LEONARDO,Chinook,H47,M,CAT-E
MERIDIONALI,CH-47 Chinook,H47,M,CAT-E
MERIDIONALI,Chinook,H47,M,CAT-E
AGUSTA,NH-500,H500,L,CAT-F
BOEING,Defender,H500,L,CAT-F
BOEING,Lifter,H500,L,CAT-F
BOEING,MD-500,H500,L,CAT-F
BOEING,MD-500 Defender,H500,L,CAT-F
BOEING,MD-500 Nightfox,H500,L,CAT-F
BOEING,MD-530F Lifter,H500,L,CAT-F
BOEING,MD-530MG Defender,H500,L,CAT-F
BOEING,MD-530MG Nightfox,H500,L,CAT-F
BOEING,Nightfox,H500,L,CAT-F
BREDANARDI,NH-500,H500,L,CAT-F
HUGHES,369,H500,L,CAT-F
HUGHES,500,H500,L,CAT-F
HUGHES,500 Defender,H500,L,CAT-F
HUGHES,530F,H500,L,CAT-F
HUGHES,AH-6C,H500,L,CAT-F
HUGHES,AH-6G,H500,L,CAT-F
HUGHES,Cayuse,H500,L,CAT-F
HUGHES,Defender,H500,L,CAT-F
HUGHES,MH-6B,H500,L,CAT-F
HUGHES,MH-6C,H500,L,CAT-F
HUGHES,MH-6E,H500,L,CAT-F
HUGHES,MH-6H,H500,L,CAT-F
HUGHES,OH-6 Cayuse,H500,L,CAT-F
KAWASAKI,369,H500,L,CAT-F
KAWASAKI,500,H500,L,CAT-F
KAWASAKI,OH-6,H500,L,CAT-F
KOREAN AIR,369,H500,L,CAT-F
KOREAN AIR,500,H500,L,CAT-F
KOREAN AIR,500 Defender,H500,L,CAT-F
KOREAN AIR,520MK Black Tiger,H500,L,CAT-F
KOREAN AIR,Black Tiger,H500,L,CAT-F
KOREAN AIR,Defender,H500,L,CAT-F
MCDONNELL DOUGLAS,AH-6G,H500,L,CAT-F
MCDONNELL DOUGLAS,Defender,H500,L,CAT-F
MCDONNELL DOUGLAS,Lifter,H500,L,CAT-F
MCDONNELL DOUGLAS,MD-500,H500,L,CAT-F
MCDONNELL DOUGLAS,MD-500 Defender,H500,L,CAT-F
MCDONNELL DOUGLAS,MD-500 Nightfox,H500,L,CAT-F
MCDONNELL DOUGLAS,MD-530F Lifter,H500,L,CAT-F
MCDONNELL DOUGLAS,MD-530MG Defender,H500,L,CAT-F
MCDONNELL DOUGLAS,MD-530MG Nightfox,H500,L,CAT-F
MCDONNELL DOUGLAS,MH-6H,H500,L,CAT-F
MCDONNELL DOUGLAS,Nightfox,H500,L,CAT-F
MD HELICOPTERS,Defender,H500,L,CAT-F
MD HELICOPTERS,Lifter,H500,L,CAT-F
MD HELICOPTERS,MD-500,H500,L,CAT-F
MD HELICOPTERS,MD-500 Defender,H500,L,CAT-F
MD HELICOPTERS,MD-500 Nightfox,H500,L,CAT-F
MD HELICOPTERS,MD-530F Lifter,H500,L,CAT-F
MD HELICOPTERS,MD-530MG Defender,H500,L,CAT-F
MD HELICOPTERS,MD-530MG Nightfox,H500,L,CAT-F
MD HELICOPTERS,Nightfox,H500,L,CAT-F
MD HELICOPTERS,AH-6I,H500,L,CAT-F
RACA,500,H500,L,CAT-F
SIKORSKY,MH-53H,H53,M,CAT-E
SIKORSKY,MH-53J,H53,M,CAT-E
SIKORSKY,RH-53 Sea Stallion,H53,M,CAT-E
SIKORSKY,CH-53A Sea Stallion,H53,M,CAT-E
SIKORSKY,CH-53A Yasur,H53,M,CAT-E
SIKORSKY,CH-53C,H53,M,CAT-E
SIKORSKY,CH-53D Sea Stallion,H53,M,CAT-E
SIKORSKY,CH-53G,H53,M,CAT-E
SIKORSKY,HH-53,H53,M,CAT-E
SIKORSKY,S-65,H53,M,CAT-E
SIKORSKY,S-65 Yasur,H53,M,CAT-E
SIKORSKY,Sea Stallion,H53,M,CAT-E
SIKORSKY,TH-53,H53,M,CAT-E
SIKORSKY,VH-53 Sea Stallion,H53,M,CAT-E
SIKORSKY,Yasur,H53,M,CAT-E
VFW,CH-53G,H53,M,CAT-E
SIKORSKY,CH-53K King Stallion,H53S,M,CAT-E
SIKORSKY,King Stallion,H53S,M,CAT-E
SIKORSKY,MH-53E Sea Dragon,H53S,M,CAT-E
SIKORSKY,CH-53E Super Stallion,H53S,M,CAT-E
SIKORSKY,S-80,H53S,M,CAT-E
SIKORSKY,Sea Dragon,H53S,M,CAT-E
SIKORSKY,Super Stallion,H53S,M,CAT-E
ASTA,S-70 Seahawk,H60,M,CAT-F
ASTA,Seahawk,H60,M,CAT-F
HAWKER DE HAVILLAND,Black Hawk,H60,M,CAT-F
HAWKER DE HAVILLAND,S-70 Black Hawk,H60,M,CAT-F
KOREAN AIR,Black Hawk,H60,M,CAT-F
KOREAN AIR,UH-60 Black Hawk,H60,M,CAT-F
MITSUBISHI,S-70 Seahawk,H60,M,CAT-F
MITSUBISHI,Seahawk,H60,M,CAT-F
MITSUBISHI,SH-60 Seahawk,H60,M,CAT-F
MITSUBISHI,UH-60,H60,M,CAT-F
MITSUBISHI,USH-60 Seahawk,H60,M,CAT-F
SIKORSKY,HM-2 Blackhawk,H60,M,CAT-F
SIKORSKY,Knighthawk,H60,M,CAT-F
SIKORSKY,MH-60 Black Hawk,H60,M,CAT-F
SIKORSKY,MH-60 Knighthawk,H60,M,CAT-F
SIKORSKY,MH-60 Strikehawk,H60,M,CAT-F
SIKORSKY,NSH-60 Seahawk,H60,M,CAT-F
SIKORSKY,Ocean Hawk,H60,M,CAT-F
SIKORSKY,Pave Hawk,H60,M,CAT-F
SIKORSKY,Rescue Hawk,H60,M,CAT-F
SIKORSKY,AH-60 Black Hawk,H60,M,CAT-F
SIKORSKY,Black Hawk,H60,M,CAT-F
SIKORSKY,Desert Hawk,H60,M,CAT-F
SIKORSKY,EH-60 Black Hawk,H60,M,CAT-F
SIKORSKY,Firehawk,H60,M,CAT-F
SIKORSKY,HH-60 Black Hawk,H60,M,CAT-F
SIKORSKY,HH-60 Jayhawk,H60,M,CAT-F
SIKORSKY,HH-60 Pave Hawk,H60,M,CAT-F
SIKORSKY,HH-60 Rescue Hawk,H60,M,CAT-F
SIKORSKY,Jayhawk,H60,M,CAT-F
SIKORSKY,JUH-60 Black Hawk,H60,M,CAT-F
SIKORSKY,S-70,H60,M,CAT-F
SIKORSKY,S-70 Black Hawk,H60,M,CAT-F
SIKORSKY,S-70 Desert Hawk,H60,M,CAT-F
SIKORSKY,S-70 Firehawk,H60,M,CAT-F
SIKORSKY,S-70 Super Blue Hawk,H60,M,CAT-F
SIKORSKY,S-70 Thunderhawk,H60,M,CAT-F
SIKORSKY,Seahawk,H60,M,CAT-F
SIKORSKY,SH-60 Ocean Hawk,H60,M,CAT-F
SIKORSKY,SH-60 Seahawk,H60,M,CAT-F
SIKORSKY,Strikehawk,H60,M,CAT-F
SIKORSKY,Super Blue Hawk,H60,M,CAT-F
SIKORSKY,Thunderhawk,H60,M,CAT-F
SIKORSKY,UH-60 Black Hawk,H60,M,CAT-F
SIKORSKY,UH-60 Firehawk,H60,M,CAT-F
SIKORSKY,UH-60 Yanshuf,H60,M,CAT-F
SIKORSKY,VH-60 White Hawk,H60,M,CAT-F
SIKORSKY,White Hawk,H60,M,CAT-F
SIKORSKY,Yanshuf,H60,M,CAT-F
WESTLAND,WS-70,H60,M,CAT-F
BOEING,AH-64 Longbow,H64,M,CAT-F
BOEING,Longbow Apache,H64,M,CAT-F
BOEING,AH-64 Saraf,H64,M,CAT-F
BOEING,Saraf,H64,M,CAT-F
FUJI,AH-64 Longbow,H64,M,CAT-F
FUJI,Longbow Apache,H64,M,CAT-F
HUGHES,AH-64 Apache,H64,M,CAT-F
HUGHES,Apache,H64,M,CAT-F
HUGHES,JAH-64 Apache,H64,M,CAT-F
HUGHES,77 Apache,H64,M,CAT-F
MCDONNELL DOUGLAS,AH-64 Apache,H64,M,CAT-F
MCDONNELL DOUGLAS,AH-64 Longbow,H64,M,CAT-F
MCDONNELL DOUGLAS,AH-64 Pethen,H64,M,CAT-F
MCDONNELL DOUGLAS,Apache,H64,M,CAT-F
MCDONNELL DOUGLAS,JAH-64 Apache,H64,M,CAT-F
MCDONNELL DOUGLAS,Longbow Apache,H64,M,CAT-F
MCDONNELL DOUGLAS,Pethen,H64,M,CAT-F
WESTLAND,WAH-64 Apache,H64,M,CAT-F
WESTLAND,Apache,H64,M,CAT-F
ROTORSMART,HeliSmart,HSMT,L,CAT-F
BELL,209 HueyCobra,HUCO,L,CAT-F
BELL,AH-1E HueyCobra,HUCO,L,CAT-F
BELL,AH-1F HueyCobra,HUCO,L,CAT-F
BELL,AH-1P HueyCobra,HUCO,L,CAT-F
BELL,AH-1S HueyCobra,HUCO,L,CAT-F
BELL,HueyCobra,HUCO,L,CAT-F
BELL,TAH-1 HueyCobra,HUCO,L,CAT-F
BELL,TH-1S HueyCobra,HUCO,L,CAT-F
FUJI,AH-1 HueyCobra,HUCO,L,CAT-F
FUJI,HueyCobra,HUCO,L,CAT-F
HELOWERKS,HX-2 Wasp,HX2,L,CAT-F
HELOWERKS,Wasp,HX2,L,CAT-F
INSTYTUT LOTNICTWA,IS-2,IS2,L,CAT-F
JAG HELICOPTER,JAG,JAG2,L,CAT-F
ICA,Ka-126,K126,L,CAT-F
KAMOV,Ka-126,K126,L,CAT-F
FAMA,K-209 KISS,K209,L,CAT-F
FAMA,KISS,K209,L,CAT-F
KAMOV,Ka-226 Sergei,K226,L,CAT-F
KAMOV,Sergei,K226,L,CAT-F
KAMOV,Ka-25,KA25,M,CAT-F
KAMOV,Ka-26,KA26,L,CAT-F
KAMOV,Ka-27,KA27,M,CAT-F
KAMOV,Ka-28,KA27,M,CAT-F
KAMOV,Ka-29,KA27,M,CAT-F
KAMOV,Ka-31,KA27,M,CAT-F
KAMOV,Ka-32,KA27,M,CAT-F
KAMOV,HH-32,KA27,M,CAT-F
KAMOV,Ka-252,KA27,M,CAT-F
KAMOV,Black Shark,KA50,M,CAT-F
KAMOV,Chernaya Akula,KA50,M,CAT-F
KAMOV,Ka-50 Black Shark,KA50,M,CAT-F
KAMOV,Ka-50 Chernaya Akula,KA50,M,CAT-F
KAMOV,Ka-50 Werewolf,KA50,M,CAT-F
KAMOV,Werewolf,KA50,M,CAT-F
KAMOV,Alligator,KA52,M,CAT-F
KAMOV,Ka-52 Alligator,KA52,M,CAT-F
KAMOV,Ka-60 Kasatka,KA62,L,CAT-F
KAMOV,Ka-62,KA62,L,CAT-F
KAMOV,Kasatka,KA62,L,CAT-F
KAWASAKI,KH-4,KH4,L,CAT-F
KAMAN,K-1200 K-Max,KMAX,L,CAT-F
KAMAN,K-Max,KMAX,L,CAT-F
AEROSPATIALE,Lama,LAMA,L,CAT-F
AEROSPATIALE,SA-315 Lama,LAMA,L,CAT-F
EUROCOPTER,Lama,LAMA,L,CAT-F
EUROCOPTER,SA-315 Lama,LAMA,L,CAT-F
HELIBRAS,Gaviao,LAMA,L,CAT-F
HELIBRAS,HB-315 Gaviao,LAMA,L,CAT-F
HINDUSTAN,Cheetah,LAMA,L,CAT-F
HINDUSTAN,Cheetal,LAMA,L,CAT-F
HINDUSTAN,Lancer,LAMA,L,CAT-F
HINDUSTAN,SA-315 Cheetah,LAMA,L,CAT-F
HINDUSTAN,SA-315 Cheetal,LAMA,L,CAT-F
HINDUSTAN,SA-315 Lancer,LAMA,L,CAT-F
SUD,Lama,LAMA,L,CAT-F
SUD,SA-315 Lama,LAMA,L,CAT-F
HINDUSTAN,LCH,LCH,L,CAT-F
LOAD RANGER,2000,LR2T,L,CAT-F
AGUSTAWESTLAND,WG-13 Super Lynx,LYNX,L,CAT-F
AGUSTAWESTLAND,Super Lynx,LYNX,L,CAT-F
AGUSTAWESTLAND,AW-159 Wildcat,LYNX,L,CAT-F
AGUSTAWESTLAND,Wildcat,LYNX,L,CAT-F
AGUSTAWESTLAND,AW-159 Lynx Wildcat,LYNX,L,CAT-F
AGUSTAWESTLAND,Lynx Wildcat,LYNX,L,CAT-F
FINMECCANICA,AW-159 Lynx Wildcat,LYNX,L,CAT-F
FINMECCANICA,Lynx Wildcat,LYNX,L,CAT-F
FINMECCANICA,AW-159 Wildcat,LYNX,L,CAT-F
FINMECCANICA,Wildcat,LYNX,L,CAT-F
LEONARDO,AW-159 Lynx Wildcat,LYNX,L,CAT-F
LEONARDO,Lynx Wildcat,LYNX,L,CAT-F
LEONARDO,AW-159 Wildcat,LYNX,L,CAT-F
LEONARDO,Wildcat,LYNX,L,CAT-F
WESTLAND,AH-11 Super Lynx,LYNX,L,CAT-F
WESTLAND,Lynx Wildcat,LYNX,L,CAT-F
WESTLAND,Lynx,LYNX,L,CAT-F
WESTLAND,Battlefield Lynx,LYNX,L,CAT-F
WESTLAND,Super Lynx,LYNX,L,CAT-F
WESTLAND,AW-159 Lynx Wildcat,LYNX,L,CAT-F
WESTLAND,WG-13 Battlefield,LYNX,L,CAT-F
WESTLAND,WG-13 Lynx,LYNX,L,CAT-F
WESTLAND,WG-13 Super Lynx,LYNX,L,CAT-F
TEXAS HELICOPTER,M-74 Wasp,M74,L,CAT-F
TEXAS HELICOPTER,Wasp,M74,L,CAT-F
BOEING,MD-520N,MD52,L,CAT-F
MCDONNELL DOUGLAS,AH-6J,MD52,L,CAT-F
MCDONNELL DOUGLAS,MD-520N,MD52,L,CAT-F
MCDONNELL DOUGLAS,MD-530N,MD52,L,CAT-F
MCDONNELL DOUGLAS,MH-6J,MD52,L,CAT-F
MD HELICOPTERS,MD-520N,MD52,L,CAT-F
BOEING,MD-600N,MD60,L,CAT-F
HONGDU MD,MD-600N,MD60,L,CAT-F
MCDONNELL DOUGLAS,MD-600N,MD60,L,CAT-F
MD HELICOPTERS,MD-600N,MD60,L,CAT-F
MITSUBISHI,MH-2000,MH20,L,CAT-F
MIL,Mi-10,MI10,M,CAT-D
MIL,Mi-14,MI14,M,CAT-F
MIL,Mi-2,MI2,L,CAT-F
PZL-SWIDNIK,Bazant,MI2,L,CAT-F
PZL-SWIDNIK,Kania,MI2,L,CAT-F
PZL-SWIDNIK,Kitty Hawk,MI2,L,CAT-F
PZL-SWIDNIK,Mi-2,MI2,L,CAT-F
PZL-SWIDNIK,Mi-2 Bazant,MI2,L,CAT-F
PZL-SWIDNIK,Mi-2 Kania,MI2,L,CAT-F
PZL-SWIDNIK,Mi-2 Kitty Hawk,MI2,L,CAT-F
MIL,AH-2 Sabre,MI24,M,CAT-F
MIL,Sabre,MI24,M,CAT-F
MIL,Mi-35 Caribe,MI24,M,CAT-F
MIL,Caribe,MI24,M,CAT-F
MIL,Mi-24,MI24,M,CAT-F
MIL,Mi-25,MI24,M,CAT-F
MIL,Mi-35,MI24,M,CAT-F
MIL,Mi-26,MI26,M,CAT-D
MIL,Mi-28,MI28,M,CAT-F
MIL,Mi-34,MI34,L,CAT-F
MIL,Mi-38,MI38,M,CAT-E
HARBIN,Xuanfeng,MI4,L,CAT-F
HARBIN,Z-5,MI4,L,CAT-F
HARBIN,Z-5 Xuanfeng,MI4,L,CAT-F
MIL,Mi-4,MI4,L,CAT-F
MIL,Mi-6,MI6,M,CAT-D
MIL,Mi-22,MI6,M,CAT-D
MIL,Mi-8,MI8,M,CAT-F
MIL,Mi-9,MI8,M,CAT-F
MIL,Mi-17,MI8,M,CAT-F
MIL,Mi-19,MI8,M,CAT-F
MIL,Mi-171,MI8,M,CAT-F
MIL,Mi-172,MI8,M,CAT-F
SICHUAN LANTIAN,Mi-17,MI8,M,CAT-F
SICHUAN LANTIAN,Mi-171,MI8,M,CAT-F
UNIS,Bongo,NA40,L,CAT-F
UNIS,NA-40 Bongo,NA40,L,CAT-F
AUSTRALIAN,MRH-90,NH90,M,CAT-F
NHI,NH-90,NH90,M,CAT-F
NHI,NH-90 Caiman,NH90,M,CAT-F
NHI,Caiman,NH90,M,CAT-F
NHI,MRH-90,NH90,M,CAT-F
NHI,Hkp 14,NH90,M,CAT-F
PATRIA,NH-90,NH90,M,CAT-F
PATRIA,Hkp 14,NH90,M,CAT-F
KAWASAKI,OH-1,OH1,L,CAT-F
VTOL AIRCRAFT,Phillicopter,PHIL,L,CAT-F
PZL-SWIDNIK,Maluch,PSW4,L,CAT-F
PZL-SWIDNIK,SW-4 Maluch,PSW4,L,CAT-F
PZL-SWIDNIK,SW-4,PSW4,L,CAT-F
PZL-SWIDNIK,SW-4 Puszczyk,PSW4,L,CAT-F
PZL-SWIDNIK,Puszczyk,PSW4,L,CAT-F
PZL-SWIDNIK,AW-009,PSW4,L,CAT-F
AEROSPATIALE,CH-33 Puma,PUMA,L,CAT-F
AEROSPATIALE,Puma,PUMA,L,CAT-F
AEROSPATIALE,SA-330 Puma,PUMA,L,CAT-F
IAR,IAR-330 Puma,PUMA,L,CAT-F
IAR,Puma,PUMA,L,CAT-F
ICA,Puma,PUMA,L,CAT-F
ICA,IAR-330 Puma,PUMA,L,CAT-F
NURTANIO,NSA-330 Puma,PUMA,L,CAT-F
NURTANIO,Puma,PUMA,L,CAT-F
SUD,Puma,PUMA,L,CAT-F
SUD,SA-330 Puma,PUMA,L,CAT-F
WESTLAND,Puma,PUMA,L,CAT-F
AERO ELI,Yo-Yo,R22,L,CAT-F
ROBINSON,Beta,R22,L,CAT-F
ROBINSON,Mariner,R22,L,CAT-F
ROBINSON,R-22,R22,L,CAT-F
ROBINSON,R-22 Beta,R22,L,CAT-F
ROBINSON,R-22 Mariner,R22,L,CAT-F
SIKORSKY,R-4 Hoverfly,R4,L,CAT-F
SIKORSKY,H-4 Hoverfly,R4,L,CAT-F
SIKORSKY,Hoverfly,R4,L,CAT-F
ROBINSON,Astro,R44,L,CAT-F
ROBINSON,Clipper,R44,L,CAT-F
ROBINSON,R-44 Astro,R44,L,CAT-F
ROBINSON,R-44 Clipper,R44,L,CAT-F
ROBINSON,R-44 Raven,R44,L,CAT-F
ROBINSON,Raven,R44,L,CAT-F
ROBINSON,R-66,R66,L,CAT-F
HILLBERG,EH1-01 Rotormouse,RMOU,L,CAT-F
HILLBERG,Rotormouse,RMOU,L,CAT-F
MITSUBISHI,RP-1,RP1,L,CAT-F
ATLAS,CSH-2 Rooivalk,RVAL,M,CAT-F
ATLAS,Rooivalk,RVAL,M,CAT-F
DENEL,AH-2 Rooivalk,RVAL,M,CAT-F
DENEL,CSH-2 Rooivalk,RVAL,M,CAT-F
DENEL,Rooivalk,RVAL,M,CAT-F
IRGC,Shahed 274,S274,L,CAT-F
HESA,Shahed 278,S278,L,CAT-F
HESA,Shahed OH-78,S278,L,CAT-F
HESA,Shahed 285,S285,L,CAT-F
HESA,Shahed AH-85,S285,L,CAT-F
SCHWEIZER,269D 330,S330,L,CAT-F
SCHWEIZER,269D 333,S330,L,CAT-F
SCHWEIZER,330,S330,L,CAT-F
SCHWEIZER,333,S330,L,CAT-F
SHANGHAI SIKORSKY,Shen 4,S330,L,CAT-F
SIKORSKY,S-333,S330,L,CAT-F
